seed,mixing,condition,recipient_rule,partner_signal_scale,alpha_scale,rA,rV,rate,pair_x_corr_post,pair_q_corr_post,repeat1,repeat5,repeat20,pair_digest
4949,metric,Y,both_update,1,1,0.51105,0.350725,0.215645,0.999757,0.797139,0.507333,0.969833,0.999833,7897670316852742842
5050,metric,Y,both_update,1,1,0.0514292,0.0428214,0.0837476,0.999545,0.784414,0.505667,0.967917,0.999833,8610966102261512007
5151,metric,Y,both_update,1,1,0.425994,0.291754,0.380122,0.999193,0.737681,0.503167,0.96875,0.999833,952789433277626565
5252,metric,Y,both_update,1,1,0.406934,0.286444,0.440567,0.998445,0.768481,0.497,0.968,0.999833,13493132353709333933
5353,metric,Y,both_update,1,1,0.062032,0.0749518,0.369558,0.998894,0.693249,0.50125,0.969667,0.999833,12535506671549849092
5454,metric,Y,both_update,1,1,0.532702,0.384737,0.212046,0.999333,0.745953,0.503833,0.968667,0.999833,11508579148161379995
5555,metric,Y,both_update,1,1,0.312113,0.226266,0.522856,0.998528,0.584112,0.500417,0.969,0.999833,11029409976304768434
5656,metric,Y,both_update,1,1,0.0560619,0.0670806,0.20456,0.99919,0.763357,0.50125,0.96875,0.999833,9835217039994277977
101,metric,D_SWAP,swapped_one_sided,1,1,0.574852,0.417941,0.461865,0.997389,0.707929,0.497016,0.969276,0.999666,3559426015699777325
202,metric,D_SWAP,swapped_one_sided,1,1,0.618574,0.410107,0.117462,0.998008,0.675043,0.504845,0.967709,0.999664,8861501511035084803
303,metric,D_SWAP,swapped_one_sided,1,1,0.345125,0.261434,0.459174,0.995875,0.70719,0.498866,0.96898,0.999666,8975225533692162084
404,metric,D_SWAP,swapped_one_sided,1,1,0.61537,0.39595,0.292597,0.997349,0.737227,0.495298,0.969646,0.999666,6408376361024084176
505,metric,D_SWAP,swapped_one_sided,1,1,0.621323,0.408903,0.32762,0.997912,0.695575,0.504279,0.966959,0.999665,2417799959161368895
606,metric,D_SWAP,swapped_one_sided,1,1,0.574157,0.392061,0.277686,0.99672,0.702558,0.500661,0.968528,0.999664,8501317459509533388
707,metric,D_SWAP,swapped_one_sided,1,1,0.608783,0.407405,0.37685,0.996583,0.738706,0.498818,0.969068,0.999665,15662171287071666310
808,metric,D_SWAP,swapped_one_sided,1,1,0.0479527,0.0516038,0.217548,0.996779,0.72082,0.499322,0.968752,0.999666,18407015339054756915
909,metric,D_SWAP,swapped_one_sided,1,1,0.638252,0.470247,0.455678,0.996432,0.723012,0.496297,0.96959,0.999666,4478544239149268252
1010,metric,D_SWAP,swapped_one_sided,1,1,0.585725,0.400085,0.256642,0.997443,0.744731,0.498878,0.968756,0.999666,755190751463251717
1111,metric,D_SWAP,swapped_one_sided,1,1,0.558915,0.441711,0.238896,0.997489,0.051214,0.500979,0.968305,0.999666,2585996189402064103
1212,metric,D_SWAP,swapped_one_sided,1,1,0.474442,0.333533,0.328789,0.997562,0.674078,0.501142,0.967698,0.999665,10907425003270472288
1313,metric,D_SWAP,swapped_one_sided,1,1,0.0954524,0.0834472,0.166956,0.997593,0.709951,0.499931,0.967979,0.999666,15571437015538450152
1414,metric,D_SWAP,swapped_one_sided,1,1,0.0769265,0.0255196,0.133031,0.998437,0.736669,0.497388,0.9696,0.999662,13818401187068647710
1515,metric,D_SWAP,swapped_one_sided,1,1,0.165453,0.132941,0.18017,0.996891,0.674547,0.499037,0.968785,0.999666,9520103818991610358
1616,metric,D_SWAP,swapped_one_sided,1,1,0.548265,0.417036,0.340919,0.99584,0.707128,0.496755,0.968869,0.999666,6370879064388483270
1717,metric,D_SWAP,swapped_one_sided,1,1,0.239759,0.139929,0.27598,0.997374,0.730994,0.503711,0.967597,0.999665,4617993730958730273
1818,metric,D_SWAP,swapped_one_sided,1,1,0.210557,0.163342,0.258386,0.996737,0.720388,0.498751,0.968735,0.999666,17586438532403991777
1919,metric,D_SWAP,swapped_one_sided,1,1,0.658369,0.455865,0.168056,0.996952,0.712703,0.501566,0.968127,0.999666,6444216289996203163
2020,metric,D_SWAP,swapped_one_sided,1,1,0.0675653,0.0455476,0.391089,0.995016,0.751262,0.501144,0.968144,0.999665,14203824128266736466
2121,metric,D_SWAP,swapped_one_sided,1,1,0.39549,0.307604,0.278988,0.996274,0.742804,0.49845,0.968437,0.999666,470293244118626530
2222,metric,D_SWAP,swapped_one_sided,1,1,0.409147,0.297212,0.350934,0.997237,0.701728,0.49842,0.968517,0.999665,690806196399698726
2323,metric,D_SWAP,swapped_one_sided,1,1,0.348776,0.27714,0.231019,0.997743,0.731575,0.501294,0.9684,0.999666,16518831560136876437
2424,metric,D_SWAP,swapped_one_sided,1,1,0.665403,0.449442,0.148813,0.9983,0.735301,0.499753,0.968926,0.999665,3390124477181697281
2525,metric,D_SWAP,swapped_one_sided,1,1,0.73157,0.472003,0.134646,0.998944,0.73111,0.497689,0.968553,0.999666,1245026577677357165
2626,metric,D_SWAP,swapped_one_sided,1,1,0.0617502,0.0651107,0.24562,0.996806,0.678795,0.501541,0.968719,0.999666,869329739285468153
2727,metric,D_SWAP,swapped_one_sided,1,1,0.0444938,0.0655008,0.29382,0.997989,0.619693,0.492194,0.970829,0.999666,12780902941967493027
2828,metric,D_SWAP,swapped_one_sided,1,1,0.516532,0.373471,0.354825,0.99604,0.726944,0.496129,0.969231,0.999666,534076354844399053
2929,metric,D_SWAP,swapped_one_sided,1,1,0.629799,0.433092,0.407805,0.9964,0.737363,0.501257,0.968405,0.999666,11754423099787532076
3030,metric,D_SWAP,swapped_one_sided,1,1,0.112483,0.0979731,0.243692,0.998074,0.719143,0.503859,0.967256,0.999666,15376427095147143198
3131,metric,D_SWAP,swapped_one_sided,1,1,0.546241,0.345724,0.215545,0.997367,0.695085,0.499209,0.968514,0.999666,9994664459323176775
3232,metric,D_SWAP,swapped_one_sided,1,1,0.0965247,0.107124,0.3028,0.996208,0.691094,0.498742,0.968348,0.999665,9846777445618850379
3333,metric,D_SWAP,swapped_one_sided,1,1,0.102077,0.0929057,0.349145,0.995991,0.692716,0.501576,0.968158,0.999665,8825895997207593111
3434,metric,D_SWAP,swapped_one_sided,1,1,0.0563279,0.0611085,0.26209,0.997485,0.756734,0.496889,0.969146,0.999666,14632231646609225605
3535,metric,D_SWAP,swapped_one_sided,1,1,0.0567512,0.077452,0.385104,0.997362,0.521728,0.501419,0.968461,0.999665,2108637305347216239
3636,metric,D_SWAP,swapped_one_sided,1,1,0.288411,0.240687,0.322767,0.995996,0.653347,0.498067,0.968758,0.999666,6543343146681988703
3737,metric,D_SWAP,swapped_one_sided,1,1,0.346401,0.249902,0.454578,0.996388,0.735259,0.500107,0.968395,0.999666,16296054133293611688
3838,metric,D_SWAP,swapped_one_sided,1,1,0.308156,0.206603,0.257156,0.99709,0.794715,0.498266,0.968791,0.999666,10642942659404546619
3939,metric,D_SWAP,swapped_one_sided,1,1,0.337827,0.248073,0.240787,0.996959,0.754788,0.501933,0.968203,0.999666,6058391405990210476
4040,metric,D_SWAP,swapped_one_sided,1,1,0.309679,0.230896,0.260691,0.996192,0.706637,0.498948,0.968525,0.999666,7294425834470909113
4141,metric,D_SWAP,swapped_one_sided,1,1,0.381841,0.252085,0.25616,0.996681,0.704463,0.500325,0.968272,0.999666,11629758876801713625
4242,metric,D_SWAP,swapped_one_sided,1,1,0.0438722,0.0541025,0.409848,0.996159,0.702252,0.499119,0.968929,0.999666,17409735103770715606
4343,metric,D_SWAP,swapped_one_sided,1,1,0.394174,0.287322,0.372689,0.996752,0.698552,0.50129,0.96763,0.999666,7512600068124043673
4444,metric,D_SWAP,swapped_one_sided,1,1,0.554395,0.373147,0.231975,0.998598,0.747499,0.502893,0.967926,0.999666,9243231461731550061
4545,metric,D_SWAP,swapped_one_sided,1,1,0.601142,0.412959,0.396612,0.99616,0.706617,0.498992,0.968441,0.999666,9237439634471202478
4646,metric,D_SWAP,swapped_one_sided,1,1,0.376764,0.282827,0.0791175,0.998653,0.727615,0.499279,0.96844,0.999666,16471789423557286906
4747,metric,D_SWAP,swapped_one_sided,1,1,0.0730095,0.0709218,0.109944,0.998681,0.648177,0.500129,0.968814,0.999666,5764354274457717627
4848,metric,D_SWAP,swapped_one_sided,1,1,0.325352,0.246216,0.283134,0.997842,0.716092,0.498132,0.969151,0.999666,929370163235647485
4949,metric,D_SWAP,swapped_one_sided,1,1,0.520965,0.356545,0.207752,0.999278,0.789138,0.500008,0.96904,0.999666,7897670316852742842
5050,metric,D_SWAP,swapped_one_sided,1,1,0.103867,0.0934098,0.0791554,0.998548,0.768373,0.503708,0.967631,0.999665,8610966102261512007
5151,metric,D_SWAP,swapped_one_sided,1,1,0.177149,0.135229,0.378959,0.997758,0.701562,0.500858,0.968558,0.999665,952789433277626565
5252,metric,D_SWAP,swapped_one_sided,1,1,0.611488,0.399753,0.423693,0.995496,0.754585,0.498503,0.968806,0.999665,13493132353709333933
5353,metric,D_SWAP,swapped_one_sided,1,1,0.163391,0.144192,0.317433,0.996799,0.708887,0.49982,0.968354,0.999664,12535506671549849092
5454,metric,D_SWAP,swapped_one_sided,1,1,0.441258,0.327239,0.200766,0.998067,0.720172,0.500058,0.968719,0.999666,11508579148161379995
5555,metric,D_SWAP,swapped_one_sided,1,1,0.514337,0.357194,0.522785,0.99586,0.580851,0.498715,0.969179,0.999666,11029409976304768434
5656,metric,D_SWAP,swapped_one_sided,1,1,0.223145,0.193604,0.21121,0.997745,0.752624,0.501985,0.967417,0.999666,9835217039994277977
101,metric,Y_ABLATE,both_update,0,1,0.648384,0.460357,0.406404,0.970827,0.705251,0.497667,0.970417,0.999833,3559426015699777325
202,metric,Y_ABLATE,both_update,0,1,0.386018,0.259398,0.0812003,0.971218,0.66614,0.508333,0.968417,0.999833,8861501511035084803
303,metric,Y_ABLATE,both_update,0,1,0.168645,0.15577,0.37738,0.962843,0.67866,0.498917,0.9705,0.999833,8975225533692162084
404,metric,Y_ABLATE,both_update,0,1,0.386189,0.297639,0.296577,0.966324,0.713701,0.497,0.970417,0.999833,6408376361024084176
505,metric,Y_ABLATE,both_update,0,1,0.41959,0.305913,0.280082,0.983655,0.620262,0.50425,0.966167,0.999833,2417799959161368895
606,metric,Y_ABLATE,both_update,0,1,0.60993,0.43255,0.219773,0.959389,0.674388,0.50225,0.968667,0.999833,8501317459509533388
707,metric,Y_ABLATE,both_update,0,1,0.493902,0.330293,0.311645,0.964732,0.70541,0.5,0.969333,0.999833,15662171287071666310
808,metric,Y_ABLATE,both_update,0,1,0.33298,0.262463,0.177449,0.942899,0.705229,0.498833,0.967667,0.999833,18407015339054756915
909,metric,Y_ABLATE,both_update,0,1,0.618041,0.449095,0.399037,0.95425,0.724746,0.496917,0.970417,0.999833,4478544239149268252
1010,metric,Y_ABLATE,both_update,0,1,0.368284,0.287942,0.182441,0.962232,0.715797,0.498417,0.970167,0.999833,755190751463251717
1111,metric,Y_ABLATE,both_update,0,1,0.678656,0.510894,0.184423,0.964394,0.0474526,0.50225,0.968167,0.999833,2585996189402064103
1212,metric,Y_ABLATE,both_update,0,1,0.238906,0.185493,0.328932,0.967807,0.698781,0.497583,0.969583,0.999833,10907425003270472288
1313,metric,Y_ABLATE,both_update,0,1,0.0461385,0.0494327,0.128024,0.961377,0.699625,0.496583,0.967417,0.999833,15571437015538450152
1414,metric,Y_ABLATE,both_update,0,1,0.536513,0.348659,0.0996048,0.957161,0.749245,0.498417,0.968833,0.999833,13818401187068647710
1515,metric,Y_ABLATE,both_update,0,1,0.0880237,0.0751006,0.126495,0.95587,0.651208,0.497417,0.968083,0.999833,9520103818991610358
1616,metric,Y_ABLATE,both_update,0,1,0.566524,0.428754,0.294002,0.970741,0.705982,0.49375,0.97025,0.999833,6370879064388483270
1717,metric,Y_ABLATE,both_update,0,1,0.584773,0.365848,0.233385,0.968343,0.71516,0.50375,0.9665,0.999833,4617993730958730273
1818,metric,Y_ABLATE,both_update,0,1,0.052622,0.0590157,0.218946,0.941718,0.691205,0.501333,0.969667,0.999833,17586438532403991777
1919,metric,Y_ABLATE,both_update,0,1,0.628208,0.433182,0.130903,0.970491,0.684944,0.501167,0.968583,0.999833,6444216289996203163
2020,metric,Y_ABLATE,both_update,0,1,0.129985,0.0717273,0.335486,0.965313,0.709491,0.502083,0.967917,0.999833,14203824128266736466
2121,metric,Y_ABLATE,both_update,0,1,0.0941699,0.0773724,0.214631,0.935582,0.729687,0.497667,0.97075,0.999833,470293244118626530
2222,metric,Y_ABLATE,both_update,0,1,0.212912,0.175193,0.327054,0.970486,0.676462,0.497333,0.969083,0.999833,690806196399698726
2323,metric,Y_ABLATE,both_update,0,1,0.109018,0.104526,0.171758,0.949052,0.698125,0.503917,0.966583,0.999833,16518831560136876437
2424,metric,Y_ABLATE,both_update,0,1,0.662359,0.44913,0.129938,0.967702,0.718837,0.500667,0.9685,0.999833,3390124477181697281
2525,metric,Y_ABLATE,both_update,0,1,0.631326,0.421535,0.103118,0.966961,0.707851,0.497083,0.97025,0.999833,1245026577677357165
2626,metric,Y_ABLATE,both_update,0,1,0.0636503,0.0706232,0.217257,0.966294,0.686419,0.506917,0.96925,0.999833,869329739285468153
2727,metric,Y_ABLATE,both_update,0,1,0.042315,0.0627679,0.263304,0.977679,0.507601,0.4915,0.972,0.999833,12780902941967493027
2828,metric,Y_ABLATE,both_update,0,1,0.43554,0.344329,0.304289,0.949663,0.700886,0.491083,0.969917,0.999833,534076354844399053
2929,metric,Y_ABLATE,both_update,0,1,0.562565,0.385048,0.318725,0.965053,0.710967,0.50575,0.966167,0.999833,11754423099787532076
3030,metric,Y_ABLATE,both_update,0,1,0.0374544,0.0496109,0.177498,0.969649,0.720628,0.5045,0.967917,0.999833,15376427095147143198
3131,metric,Y_ABLATE,both_update,0,1,0.306964,0.227293,0.154643,0.974679,0.697876,0.499917,0.96875,0.999833,9994664459323176775
3232,metric,Y_ABLATE,both_update,0,1,0.0421056,0.0578327,0.249824,0.965652,0.669781,0.496167,0.970167,0.999833,9846777445618850379
3333,metric,Y_ABLATE,both_update,0,1,0.0463864,0.0443777,0.324807,0.974065,0.692702,0.49925,0.967417,0.999833,8825895997207593111
3434,metric,Y_ABLATE,both_update,0,1,0.040879,0.0504437,0.225139,0.972639,0.743154,0.49625,0.969083,0.999833,14632231646609225605
3535,metric,Y_ABLATE,both_update,0,1,0.0412759,0.0647772,0.323336,0.971374,0.508026,0.501667,0.968,0.99975,2108637305347216239
3636,metric,Y_ABLATE,both_update,0,1,0.063822,0.0727711,0.278204,0.979248,0.633757,0.494417,0.969667,0.999833,6543343146681988703
3737,metric,Y_ABLATE,both_update,0,1,0.0502741,0.0462228,0.387252,0.967254,0.716806,0.501,0.970667,0.999833,16296054133293611688
3838,metric,Y_ABLATE,both_update,0,1,0.472782,0.316713,0.198493,0.949143,0.758536,0.499333,0.969667,0.999833,10642942659404546619
3939,metric,Y_ABLATE,both_update,0,1,0.10345,0.0900254,0.22185,0.954647,0.746642,0.502333,0.966833,0.999833,6058391405990210476
4040,metric,Y_ABLATE,both_update,0,1,0.168452,0.123181,0.223278,0.954512,0.714545,0.500083,0.967083,0.999833,7294425834470909113
4141,metric,Y_ABLATE,both_update,0,1,0.0999935,0.0991916,0.196899,0.979989,0.681571,0.501,0.967,0.999833,11629758876801713625
4242,metric,Y_ABLATE,both_update,0,1,0.20848,0.163521,0.345562,0.964375,0.681261,0.49875,0.968,0.999833,17409735103770715606
4343,metric,Y_ABLATE,both_update,0,1,0.0653673,0.0843798,0.348669,0.971199,0.689571,0.501167,0.968083,0.999833,7512600068124043673
4444,metric,Y_ABLATE,both_update,0,1,0.293494,0.20617,0.192001,0.976901,0.734857,0.504667,0.96475,0.999833,9243231461731550061
4545,metric,Y_ABLATE,both_update,0,1,0.406835,0.288258,0.359583,0.951685,0.697003,0.49725,0.968833,0.999833,9237439634471202478
4646,metric,Y_ABLATE,both_update,0,1,0.110319,0.103966,0.0632612,0.969109,0.702924,0.496667,0.97,0.999833,16471789423557286906
4747,metric,Y_ABLATE,both_update,0,1,0.0544663,0.0440043,0.0858218,0.965178,0.622911,0.50375,0.96975,0.999833,5764354274457717627
4848,metric,Y_ABLATE,both_update,0,1,0.0721859,0.0640833,0.235601,0.964846,0.688464,0.5,0.968,0.999833,929370163235647485
4949,metric,Y_ABLATE,both_update,0,1,0.514105,0.355224,0.16467,0.976865,0.756124,0.507333,0.969833,0.999833,7897670316852742842
5050,metric,Y_ABLATE,both_update,0,1,0.051399,0.0428068,0.0627988,0.974557,0.759298,0.505667,0.967917,0.999833,8610966102261512007
5151,metric,Y_ABLATE,both_update,0,1,0.363619,0.263187,0.31266,0.979058,0.70808,0.503167,0.96875,0.999833,952789433277626565
5252,metric,Y_ABLATE,both_update,0,1,0.39232,0.293939,0.385035,0.955374,0.736644,0.497,0.968,0.999833,13493132353709333933
5353,metric,Y_ABLATE,both_update,0,1,0.0620299,0.0749502,0.318474,0.968415,0.657969,0.50125,0.969667,0.999833,12535506671549849092
5454,metric,Y_ABLATE,both_update,0,1,0.576515,0.423021,0.177571,0.971061,0.720254,0.503833,0.968667,0.999833,11508579148161379995
5555,metric,Y_ABLATE,both_update,0,1,0.276661,0.227459,0.462415,0.968944,0.542263,0.500417,0.969,0.999833,11029409976304768434
5656,metric,Y_ABLATE,both_update,0,1,0.0561165,0.0671475,0.157117,0.968834,0.729676,0.50125,0.96875,0.999833,9835217039994277977
101,metric,Y_HALFALPHA,both_update,1,0.5,0.480643,0.368429,0.640098,0.998449,0.789015,0.497667,0.970417,0.999833,3559426015699777325
202,metric,Y_HALFALPHA,both_update,1,0.5,0.564449,0.355086,0.237082,0.998711,0.76962,0.508333,0.968417,0.999833,8861501511035084803
303,metric,Y_HALFALPHA,both_update,1,0.5,0.143109,0.0990574,0.647059,0.997431,0.776892,0.498917,0.9705,0.999833,8975225533692162084
404,metric,Y_HALFALPHA,both_update,1,0.5,0.530089,0.352553,0.505642,0.99842,0.797438,0.497,0.970417,0.999833,6408376361024084176
505,metric,Y_HALFALPHA,both_update,1,0.5,0.573395,0.374599,0.465251,0.998692,0.727121,0.50425,0.966167,0.999833,2417799959161368895
606,metric,Y_HALFALPHA,both_update,1,0.5,0.483527,0.347495,0.455157,0.99795,0.780565,0.50225,0.968667,0.999833,8501317459509533388
707,metric,Y_HALFALPHA,both_update,1,0.5,0.614205,0.428307,0.592491,0.997887,0.803907,0.5,0.969333,0.999833,15662171287071666310
808,metric,Y_HALFALPHA,both_update,1,0.5,0.0845205,0.0439399,0.321209,0.997993,0.798541,0.498833,0.967667,0.999833,18407015339054756915
909,metric,Y_HALFALPHA,both_update,1,0.5,0.619009,0.471556,0.659516,0.997892,0.789328,0.496917,0.970417,0.999833,4478544239149268252
1010,metric,Y_HALFALPHA,both_update,1,0.5,0.510119,0.35577,0.471155,0.99837,0.82615,0.498417,0.970167,0.999833,755190751463251717
1111,metric,Y_HALFALPHA,both_update,1,0.5,0.152184,0.154695,0.394086,0.998386,0.0732149,0.50225,0.968167,0.999833,2585996189402064103
1212,metric,Y_HALFALPHA,both_update,1,0.5,0.302016,0.207659,0.548299,0.998613,0.77273,0.497583,0.969583,0.999833,10907425003270472288
1313,metric,Y_HALFALPHA,both_update,1,0.5,0.0515621,0.0524415,0.282162,0.998615,0.793548,0.496583,0.967417,0.999833,15571437015538450152
1414,metric,Y_HALFALPHA,both_update,1,0.5,0.294904,0.217595,0.263645,0.99903,0.836699,0.498417,0.968833,0.999833,13818401187068647710
1515,metric,Y_HALFALPHA,both_update,1,0.5,0.375036,0.255081,0.308329,0.998045,0.754898,0.497417,0.968083,0.999833,9520103818991610358
1616,metric,Y_HALFALPHA,both_update,1,0.5,0.580602,0.456002,0.566957,0.997456,0.781372,0.49375,0.97025,0.999833,6370879064388483270
1717,metric,Y_HALFALPHA,both_update,1,0.5,0.572749,0.370928,0.420131,0.998407,0.807951,0.50375,0.9665,0.999833,4617993730958730273
1818,metric,Y_HALFALPHA,both_update,1,0.5,0.048906,0.0520933,0.420174,0.997951,0.785119,0.501333,0.969667,0.999833,17586438532403991777
1919,metric,Y_HALFALPHA,both_update,1,0.5,0.632832,0.452455,0.296412,0.998095,0.789392,0.501167,0.968583,0.999833,6444216289996203163
2020,metric,Y_HALFALPHA,both_update,1,0.5,0.138855,0.0511976,0.620799,0.996958,0.797227,0.502083,0.967917,0.999833,14203824128266736466
2121,metric,Y_HALFALPHA,both_update,1,0.5,0.253354,0.19019,0.517103,0.997623,0.814152,0.497667,0.97075,0.999833,470293244118626530
2222,metric,Y_HALFALPHA,both_update,1,0.5,0.236426,0.189616,0.589426,0.998291,0.763051,0.497333,0.969083,0.999833,690806196399698726
2323,metric,Y_HALFALPHA,both_update,1,0.5,0.13263,0.119875,0.401535,0.998569,0.799741,0.503917,0.966583,0.999833,16518831560136876437
2424,metric,Y_HALFALPHA,both_update,1,0.5,0.544276,0.368362,0.228086,0.998942,0.823028,0.500667,0.9685,0.999833,3390124477181697281
2525,metric,Y_HALFALPHA,both_update,1,0.5,0.69739,0.453322,0.236545,0.999347,0.809596,0.497083,0.97025,0.999833,1245026577677357165
2626,metric,Y_HALFALPHA,both_update,1,0.5,0.0716188,0.0416073,0.425848,0.998052,0.780049,0.506917,0.96925,0.999833,869329739285468153
2727,metric,Y_HALFALPHA,both_update,1,0.5,0.0424843,0.0629256,0.392266,0.998747,0.580924,0.4915,0.972,0.999833,12780902941967493027
2828,metric,Y_HALFALPHA,both_update,1,0.5,0.548283,0.377288,0.583641,0.997523,0.799397,0.491083,0.969917,0.999833,534076354844399053
2929,metric,Y_HALFALPHA,both_update,1,0.5,0.593883,0.421506,0.677225,0.997767,0.795426,0.50575,0.966167,0.999833,11754423099787532076
3030,metric,Y_HALFALPHA,both_update,1,0.5,0.0503118,0.0562211,0.439282,0.998842,0.810321,0.5045,0.967917,0.999833,15376427095147143198
3131,metric,Y_HALFALPHA,both_update,1,0.5,0.501541,0.305064,0.330981,0.99843,0.770996,0.499917,0.96875,0.999833,9994664459323176775
3232,metric,Y_HALFALPHA,both_update,1,0.5,0.0429723,0.0583746,0.497303,0.997676,0.764991,0.496167,0.970167,0.999833,9846777445618850379
3333,metric,Y_HALFALPHA,both_update,1,0.5,0.0464665,0.0444012,0.593938,0.997537,0.78549,0.49925,0.967417,0.999833,8825895997207593111
3434,metric,Y_HALFALPHA,both_update,1,0.5,0.150782,0.0880054,0.485982,0.998414,0.836654,0.49625,0.969083,0.999833,14632231646609225605
3535,metric,Y_HALFALPHA,both_update,1,0.5,0.0573203,0.0691254,0.595925,0.998406,0.598827,0.501667,0.968,0.99975,2108637305347216239
3636,metric,Y_HALFALPHA,both_update,1,0.5,0.0717588,0.0779496,0.510495,0.997548,0.725334,0.494417,0.969667,0.999833,6543343146681988703
3737,metric,Y_HALFALPHA,both_update,1,0.5,0.118607,0.0723471,0.66503,0.997843,0.802669,0.501,0.970667,0.999833,16296054133293611688
3838,metric,Y_HALFALPHA,both_update,1,0.5,0.351009,0.203576,0.390348,0.998236,0.837462,0.499333,0.969667,0.999833,10642942659404546619
3939,metric,Y_HALFALPHA,both_update,1,0.5,0.127921,0.103382,0.430934,0.998129,0.834807,0.502333,0.966833,0.999833,6058391405990210476
4040,metric,Y_HALFALPHA,both_update,1,0.5,0.26314,0.163341,0.408519,0.997759,0.794722,0.500083,0.967083,0.999833,7294425834470909113
4141,metric,Y_HALFALPHA,both_update,1,0.5,0.2636,0.183941,0.49967,0.997915,0.792957,0.501,0.967,0.999833,11629758876801713625
4242,metric,Y_HALFALPHA,both_update,1,0.5,0.0639331,0.0481266,0.572548,0.997626,0.767053,0.49875,0.968,0.999833,17409735103770715606
4343,metric,Y_HALFALPHA,both_update,1,0.5,0.302396,0.199116,0.541947,0.997994,0.770769,0.501167,0.968083,0.999833,7512600068124043673
4444,metric,Y_HALFALPHA,both_update,1,0.5,0.510251,0.342344,0.334733,0.999129,0.814366,0.504667,0.96475,0.999833,9243231461731550061
4545,metric,Y_HALFALPHA,both_update,1,0.5,0.576706,0.377029,0.640345,0.997692,0.781327,0.49725,0.968833,0.999833,9237439634471202478
4646,metric,Y_HALFALPHA,both_update,1,0.5,0.210644,0.154928,0.204211,0.99919,0.812076,0.496667,0.97,0.999833,16471789423557286906
4747,metric,Y_HALFALPHA,both_update,1,0.5,0.103999,0.0300449,0.194123,0.999174,0.787511,0.50375,0.96975,0.999833,5764354274457717627
4848,metric,Y_HALFALPHA,both_update,1,0.5,0.167776,0.112971,0.442404,0.998655,0.794745,0.5,0.968,0.999833,929370163235647485
4949,metric,Y_HALFALPHA,both_update,1,0.5,0.497994,0.351864,0.381231,0.999581,0.862858,0.507333,0.969833,0.999833,7897670316852742842
5050,metric,Y_HALFALPHA,both_update,1,0.5,0.0782356,0.0586386,0.159778,0.999095,0.837758,0.505667,0.967917,0.999833,8610966102261512007
5151,metric,Y_HALFALPHA,both_update,1,0.5,0.342429,0.204004,0.622715,0.998709,0.786164,0.503167,0.96875,0.999833,952789433277626565
5252,metric,Y_HALFALPHA,both_update,1,0.5,0.568055,0.35029,0.588339,0.997308,0.817845,0.497,0.968,0.999833,13493132353709333933
5353,metric,Y_HALFALPHA,both_update,1,0.5,0.0635629,0.0762771,0.549285,0.998115,0.756947,0.50125,0.969667,0.999833,12535506671549849092
5454,metric,Y_HALFALPHA,both_update,1,0.5,0.357112,0.300733,0.32438,0.998878,0.798228,0.503833,0.968667,0.999833,11508579148161379995
5555,metric,Y_HALFALPHA,both_update,1,0.5,0.511562,0.326115,0.731041,0.997488,0.621277,0.500417,0.969,0.999833,11029409976304768434
5656,metric,Y_HALFALPHA,both_update,1,0.5,0.055399,0.065069,0.348755,0.998654,0.819602,0.50125,0.96875,0.999833,9835217039994277977
